file,role,account,viewport,route,page_or_workflow,state,appendix_section,chapter_4_candidate,captured_at,commit,notes
shared/shared__legal-acknowledgement__student-unacknowledged__desktop.png,shared,anonymous,1440x900,/portal/respondents → Continue as Student,Legal acknowledgement gate before Google sign-in,"Dialog open, checkbox unchecked (ticket/precondition state)",E-9.5,FALSE,2026-09-14,e18c0e4,"Dialog open, checkbox unchecked; not continued (no ticket minted, no OAuth redirect)."
shared/shared__login__auth-failure__desktop.png,shared,anonymous,1440x900,/login?error=auth-failure,Sign-in surface with the Authentication Failed alert,Error variant of the sign-in surface; bare /login redirects here-equivalent (see aliases),E-9.7,FALSE,2026-09-14,e18c0e4,Bare /login is a redirect-only alias of /portal/respondents; the sign-in surface renders only with ?error=auth-failure.
shared/shared__mobile-navigation__drawer-open__mobile.png,shared,demo-secretary@cloie.test,390x844,/secretary/dashboard,Authenticated shell — mobile navigation drawer (hamburger),"Drawer open (343x844 left sheet), no navigation performed",E-9.6,FALSE,2026-09-14,e18c0e4,"Primary navigation evidence for shell roles; 343x844 left sheet, no navigation performed."
shared/shared__portal-respondents__default__desktop.png,shared,anonymous,1440x900,/portal/respondents,Respondent Portal — Student / Alumni / Industry Partner entry,"Default, no session; canonical target of /login and /portal",E-9.5,FALSE,2026-09-14,e18c0e4,"Canonical target of the /login and /portal redirect-only aliases; aliases documented, not duplicated as frames."
shared/shared__portal-respondents__default__mobile.png,shared,anonymous,390x844,/portal/respondents,Respondent Portal entry,Default responsive composition,E-9.6,FALSE,2026-09-14,e18c0e4,
shared/shared__portal-staff__default__desktop.png,shared,anonymous,1440x900,/portal/staff,Staff & Faculty Portal — Secretary / Dean / Program Head / Faculty / Gen Ed Coordinator entry,"Default, no session",E-9.2,FALSE,2026-09-14,e18c0e4,Staff & Faculty portal entry (Secretary / Dean / Program Head / Faculty / Gen Ed Coordinator).
shared/shared__portal-staff__default__mobile.png,shared,anonymous,390x844,/portal/staff,Staff & Faculty Portal entry,Default responsive composition,E-9.6,FALSE,2026-09-14,e18c0e4,
shared/shared__privacy__default__desktop.png,shared,anonymous,1440x900,/privacy,"Privacy Notice (typed legal content, section table of contents)",Default; in-page TOC + section anchors,E-9.2,FALSE,2026-09-14,e18c0e4,Typed legal content with in-page table of contents.
shared/shared__privacy__default__mobile.png,shared,anonymous,390x844,/privacy,Privacy Notice,Default responsive composition with mobile document navigation,E-9.6,FALSE,2026-09-14,e18c0e4,
shared/shared__terms__default__desktop.png,shared,anonymous,1440x900,/terms,Terms of Use,Default; in-page TOC + section anchors,E-9.2,FALSE,2026-09-14,e18c0e4,Typed legal content with in-page table of contents.
shared/shared__unauthorized__access-denied__desktop.png,shared,demo-secretary@cloie.test,1440x900,/unauthorized,Access-denied surface used for cross-role denial,"Default error surface (""You are signed in, but your current role cannot access this section."")",E-9.7,FALSE,2026-09-14,e18c0e4,Access-denied surface used for cross-role denial.
student/student__dashboard__default__desktop.png,student,demo-student@cloie.test,1440x900,/student/dashboard,Student portal entry,"Signed in, pending evaluation card and KPI summary",E-9.2,FALSE,2026-09-14,e18c0e4,Pending evaluation card and KPI summary; IN PROGRESS 0 (no seeded in-progress response is reachable for this account).
student/student__dashboard__default__mobile.png,student,demo-student@cloie.test,390x844,/student/dashboard,Student portal entry on mobile,Bottom navigation visible with pending evaluation card,E-9.6,FALSE,2026-09-14,e18c0e4,
student/student__evaluation-wizard__introduction__desktop.png,student,demo-student@cloie.test,1440x900,/student/evaluations/ac7ee020-25e0-40c9-b44a-50d020416436,Answer a course-bound evaluation,"Section 1 of 4, untouched, how-to-answer guidance",E-9.5,FALSE,2026-09-14,e18c0e4,Section 1 of 4 of the course-bound evaluation; wizard header report NOT SAVED (no reachable seeded draft exists). UUID abbreviated in the slice ledger; resolved from the seed id constants and verified against the running app.
student/student__evaluation-wizard__introduction__mobile.png,student,demo-student@cloie.test,390x844,/student/evaluations/ac7ee020-25e0-40c9-b44a-50d020416436,Answer a course-bound evaluation,Section 1 of 4 with progress indicator and guidance card,E-9.6,FALSE,2026-09-14,e18c0e4,Section 1 of 4 with progress indicator and guidance card. UUID abbreviated in the slice ledger; resolved from the seed id constants and verified against the running app.
student/student__evaluation-wizard__likert-rating-section__desktop.png,student,demo-student@cloie.test,1440x900,/student/evaluations/ac7ee020-25e0-40c9-b44a-50d020416436,Answer a course-bound evaluation,"Likert rating rows with descriptor labels, none selected",E-9.5,FALSE,2026-09-14,e18c0e4,"Likert rating rows with descriptor labels, none selected. UUID abbreviated in the slice ledger; resolved from the seed id constants and verified against the running app."
student/student__evaluation-wizard__likert-rating-section__mobile.png,student,demo-student@cloie.test,390x844,/student/evaluations/ac7ee020-25e0-40c9-b44a-50d020416436,Answer a course-bound evaluation,"Likert rating rows with descriptor labels, none selected — Distinct evidence for E-9.8: 48px circular radio targets, visible numeric labels, and text descriptor labels on every scale point; the scale wraps 3+2 instead of clipping.",E-9.8,TRUE,2026-09-14,e18c0e4,"Chapter 4 pair member 2: student mobile evaluation-wizard screen. Also E-9.8 accessibility evidence - 48 px circular radio targets, visible numeric labels and text descriptor labels on every scale point; the scale wraps 3+2 instead of clipping. UUID abbreviated in the slice ledger; resolved from the seed id constants and verified against the running app."
student/student__evaluation-wizard__likert-ratings-selected__desktop.png,student,demo-student@cloie.test,1440x900,/student/evaluations/ac7ee020-25e0-40c9-b44a-50d020416436,Answer a course-bound evaluation,"Two of three ratings selected, none submitted",E-9.5,FALSE,2026-09-14,e18c0e4,UUID abbreviated in the slice ledger; resolved from the seed id constants and verified against the running app.
student/student__evaluation-wizard__likert-ratings-selected__mobile.png,student,demo-student@cloie.test,390x844,/student/evaluations/ac7ee020-25e0-40c9-b44a-50d020416436,Answer a course-bound evaluation,One rating selected on a touch target,E-9.6,FALSE,2026-09-14,e18c0e4,UUID abbreviated in the slice ledger; resolved from the seed id constants and verified against the running app.
student/student__evaluation-wizard__progress-indicator__mobile.png,student,demo-student@cloie.test,390x844,/student/evaluations/ac7ee020-25e0-40c9-b44a-50d020416436,Answer a course-bound evaluation,Sticky header progress: section pills and percentage after one rating,E-9.6,FALSE,2026-09-14,e18c0e4,Sticky header progress: section pills and percentage after one rating. Note: the headers sticky positioning does not stick in the running app (document scrolls instead) - see README observation. UUID abbreviated in the slice ledger; resolved from the seed id constants and verified against the running app.
student/student__evaluation-wizard__validation-error__desktop.png,student,demo-student@cloie.test,1440x900,/student/evaluations/ac7ee020-25e0-40c9-b44a-50d020416436,Answer a course-bound evaluation,Blocking validation message after Next Section with unanswered Likert items,E-9.7,FALSE,2026-09-14,e18c0e4,Blocking validation message after Next Section with unanswered Likert items; nothing submitted. UUID abbreviated in the slice ledger; resolved from the seed id constants and verified against the running app.
student/student__evaluation-wizard__validation-error__mobile.png,student,demo-student@cloie.test,390x844,/student/evaluations/ac7ee020-25e0-40c9-b44a-50d020416436,Answer a course-bound evaluation,Blocking validation message and highlighted unanswered fieldset — Secondary E-9.6.,E-9.7,FALSE,2026-09-14,e18c0e4,Blocking validation message with the unanswered fieldset highlighted; nothing submitted. UUID abbreviated in the slice ledger; resolved from the seed id constants and verified against the running app.
student/student__evaluations__available-list__desktop.png,student,demo-student@cloie.test,1440x900,/student/evaluations,Select an assigned evaluation,Available evaluation list with deadline and status,E-9.5,FALSE,2026-09-14,e18c0e4,
student/student__evaluations__available-list__mobile.png,student,demo-student@cloie.test,390x844,/student/evaluations,Select an assigned evaluation on mobile,Available evaluation list with deadline and status,E-9.6,FALSE,2026-09-14,e18c0e4,
student/student__history__submitted-list__desktop.png,student,demo-student@cloie.test,1440x900,/student/history,Review submission history,Submitted responses grouped by evaluation,E-9.5,FALSE,2026-09-14,e18c0e4,
student/student__history__submitted-list__mobile.png,student,demo-student@cloie.test,390x844,/student/history,Review submission history on mobile,Submitted responses grouped by evaluation,E-9.6,FALSE,2026-09-14,e18c0e4,
student/student__profile__academic-context__desktop.png,student,demo-student@cloie.test,1440x900,/student/profile,View profile and academic context,"Program, year level, and section context with data-privacy notice",E-9.2,FALSE,2026-09-14,e18c0e4,"Program, year level and section context with data-privacy notice."
student/student__profile__academic-context__mobile.png,student,demo-student@cloie.test,390x844,/student/profile,View profile on mobile,Program and academic context with data-privacy notice,E-9.6,FALSE,2026-09-14,e18c0e4,
student/student__submitted-response__frozen-answers__desktop.png,student,demo-student@cloie.test,1440x900,/student/history/10d59e06-554b-4646-99b5-44acd2e0c0c7,Review a submitted response,Frozen submitted answers with submission timestamp — Numeric answers only; the three confidential qualitative answers fall below the fold in this frame.,E-9.5,FALSE,2026-09-14,e18c0e4,"Frozen submitted answers with timestamp; numeric answers only, the three confidential qualitative answers fall below the fold. UUID abbreviated in the slice ledger; resolved from the seed id constants and verified against the running app."
student/student__submitted-response__qualitative-section__desktop.png,student,demo-student@cloie.test,1440x900,/student/history/10d59e06-554b-4646-99b5-44acd2e0c0c7,Review a submitted response,Qualitative prompts with redacted confidential answers — Qualitative answers redacted with opaque mask blocks; prompts and structure stay readable.,E-9.5,FALSE,2026-09-14,e18c0e4,Qualitative prompts with the confidential answers masked by opaque blocks; prompts and structure stay readable. UUID abbreviated in the slice ledger; resolved from the seed id constants and verified against the running app.
